;cell_id;cell_type;numb_events;wp_avg;wp_amplitude_pre;wp_amplitude_post;vm_avg;vm_amplitude_pre;vm_amplitude_post;ap_avg;ap_psth;ap_fr_pre;ap_fr_post;delta_wp;delta_vm;delta_ap
48;TK387_1;EXC;17;"[188.72900588 187.69078235 187.8262     188.30017059 188.41302353
 187.39735882 188.48073529 189.22555882 188.93214706 189.09014118
 193.28818824 195.07123529 190.06065882 191.64057647 190.73775882
 188.75158235 189.76725294 189.29326471 188.86443529 188.63873529
 188.07448824 189.09013529 189.40612353 189.13528824 188.88702353
 189.85752941 189.18040588 189.20298824 189.06755882 189.38356471
 188.50331765 188.41304706 188.27761765 187.62308824 188.41303529
 188.43561176 188.5936     188.59358824 188.43560588 188.41304118]";188.50894999999997;190.83055032679738;"[-0.04809537 -0.04808976 -0.048065   ... -0.04882699 -0.04887245
 -0.04889179]";-50.54323617553681;-51.175110883199636;[0. 0. 0. ... 0. 0. 0.];"[17.64705882  5.88235294  5.88235294  5.88235294  5.88235294  5.88235294
  5.88235294  0.          0.          5.88235294  0.          0.
  0.          5.88235294  0.          0.          0.          0.
  0.          0.          0.          5.88235294  0.          0.
  5.88235294  5.88235294  0.          0.          5.88235294 11.76470588
  5.88235294 11.76470588  5.88235294  5.88235294  5.88235294 11.76470588
 11.76470588  5.88235294  5.88235294  5.88235294]";3.5329447094152973;0.5885295588970956;2.321600326797409;-0.6318747076628242;-2.9444151505182017
49;TK390_1;SST;12;"[200.7358     202.0735     202.20295    202.1598     200.08851667
 198.79395833 199.70013333 200.69264167 204.274225   209.66819167
 221.18973333 229.00020833 214.45805    208.54626667 211.22165
 211.52373333 208.11474167 207.33801667 204.96465833 204.144775
 203.79955833 203.54066667 205.611925   207.29486667 206.56128333
 205.353025   204.14478333 204.015325   204.18793333 207.38115
 208.45995    210.66069167 210.74699167 210.013425   209.49559167
 209.49559167 206.34551667 205.00780833 202.893375   204.23108333]";200.86523958333333;212.92856203703707;"[-0.04539572 -0.0453886  -0.04538723 ... -0.04429213 -0.04431268
 -0.0443135 ]";-45.00512219437599;-44.63445209795765;[0. 0. 0. ... 0. 0. 0.];"[ 8.33333333 16.66666667  8.33333333 41.66666667  8.33333333  0.
 16.66666667 16.66666667 16.66666667 58.33333333 25.         16.66666667
 33.33333333 25.          0.         33.33333333 41.66666667 25.
 41.66666667 16.66666667 33.33333333 41.66666667 33.33333333 25.
 25.          8.33333333  8.33333333  8.33333333 33.33333333 50.
 25.         50.         25.         16.66666667 25.          8.33333333
 33.33333333 16.66666667 16.66666667 25.        ]";21.688355021688352;25.84625646156411;12.063322453703734;0.37067009641834403;4.157901439875758
50;TK402_1;EXC;11;"[207.10941818 205.71583636 207.58845455 206.19488182 209.02557273
 208.50299091 207.4578     209.15622727 213.03210909 217.82254545
 226.96788182 230.66956364 219.95647273 211.76919091 212.81436364
 214.4257     215.51444545 214.9483     211.46433636 208.28523636
 206.89168182 209.46108182 213.81599091 213.2934     212.55307273
 209.06911818 210.81110909 210.8111     210.15785455 210.9853
 210.85464545 210.15786364 210.15787273 207.8062     205.62874545
 205.71584545 205.4981     204.10451818 205.58518182 206.63038182]";209.5372818181818;217.61447272727276;"[-0.05626259 -0.05629937 -0.05627216 ... -0.05546646 -0.05550233
 -0.05549007]";-57.74156713547598;-54.153115609492694;[0. 0. 0. ... 0. 0. 0.];"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         9.09090909 0.         0.         0.         0.
 0.         0.         0.         0.        ]";0.0;0.0;8.077190909090945;3.588451525983288;0.0
51;TK403_1;EXC;8;"[189.08765   189.55275   188.9087625 188.0858625 188.2647625 188.26475
 188.4078625 189.2665375 193.0948    198.568875  205.903425  208.1932125
 205.1520375 200.7155625 204.00715   205.15205   203.5778    200.214675
 200.644     202.3255875 202.5402625 202.5402375 201.109125  201.7173375
 201.8604625 203.04115   201.5384625 198.42575   198.7119875 198.7835375
 197.101975  195.8139375 197.3524125 197.745975  198.28265   198.0322
 198.8551    199.964225  199.6779875 197.2808625]";189.7584875;203.72887916666667;"[-0.06733399 -0.067364   -0.06737387 ... -0.06216718 -0.06215484
 -0.06211168]";-64.01093927291038;-60.172188034215424;[0. 0. 0. ... 0. 0. 0.];"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.  12.5  0.   0. ]";0.0;0.0;13.970391666666671;3.838751238694954;0.0
52;TK407_1;PV;6;"[190.69476667 191.10441667 190.62648333 188.78311667 187.96386667
 189.32931667 191.10441667 191.78715    190.3534     193.01605
 198.         201.07228333 194.85946667 191.24096667 193.35743333
 193.49398333 190.69476667 191.10441667 193.4257     195.67871667
 194.99596667 191.71888333 193.63053333 196.36145    196.63451667
 194.99598333 195.81523333 193.49398333 189.73895    188.64658333
 189.05623333 188.44175    191.10441667 193.28913333 190.35341667
 191.99198333 191.6506     193.90361667 192.87951667 192.06023333]";190.6435708333333;194.1387796296296;"[-0.05562546 -0.05560902 -0.05563642 ... -0.05250293 -0.05235768
 -0.05233685]";-52.50964081493126;-48.29193550494696;[0. 0. 0. ... 0. 0. 0.];"[ 33.33333333  16.66666667  16.66666667  16.66666667  16.66666667
  33.33333333  16.66666667   0.          16.66666667  33.33333333
 150.          50.          50.         133.33333333  33.33333333
  33.33333333  33.33333333  50.          83.33333333  83.33333333
  33.33333333  16.66666667 100.          50.          66.66666667
  50.         100.          83.33333333  66.66666667   0.
  16.66666667  33.33333333  33.33333333   0.           0.
  33.33333333  50.          33.33333333  33.33333333   0.        ]";20.02002002002002;70.03501750875436;3.495208796296282;4.2177053099842965;50.014997488734345
53;TK408_1;EXC;23;"[189.21767826 189.29247391 189.42957826 189.40464783 189.44203913
 189.42957391 189.65393478 189.47943478 189.61654783 190.14003913
 190.96268696 192.25896957 191.06239565 189.69132609 190.16496522
 190.70093043 191.0623913  190.83802609 190.93775217 190.66353478
 190.91282609 190.70093043 190.55135652 190.58874783 190.32699565
 190.37686087 190.45164348 190.46411304 190.35193043 190.2272913
 190.26468696 189.96553478 189.97800435 190.12757826 190.04032174
 189.97800435 190.23975652 190.7133913  190.55135652 190.33946087]";189.54487282608693;190.85327149758453;"[-0.05659561 -0.0566019  -0.05659361 ... -0.05482849 -0.05484293
 -0.05483292]";-56.39616398518887;-55.10233268163824;[0. 0. 0. ... 0. 0. 0.];"[ 0.          0.          0.          0.          0.          4.34782609
  8.69565217  0.          0.          0.          0.          0.
  0.          0.          0.          0.          4.34782609  4.34782609
  4.34782609  8.69565217  0.          0.          4.34782609  4.34782609
  4.34782609  0.          4.34782609  0.          0.          0.
  4.34782609  0.          0.          8.69565217  4.34782609  0.
  4.34782609  0.          0.         13.04347826]";2.6113069591330462;2.175000543750136;1.3083986714975993;1.2938313035506326;-0.4363064153829104
54;TK409_1;EXC;6;"[173.93581667 175.56305    175.56305    176.23311667 176.52026667
 175.46733333 173.07431667 173.64865    171.44706667 172.30853333
 176.2331     180.54055    179.58331667 172.59571667 173.36148333
 174.89301667 175.7545     177.09456667 178.14753333 177.76463333
 176.7117     174.31871667 174.12726667 176.42455    177.57318333
 176.1374     172.69145    172.21283333 172.69145    171.25563333
 172.88288333 175.94595    177.19031667 176.32883333 172.69143333
 170.96845    171.54278333 173.17001667 172.21281667 171.06418333]";173.40934166666665;176.46708703703703;"[-0.05274519 -0.05280438 -0.05282631 ... -0.04691717 -0.04697945
 -0.04693266]";-54.05821834954841;-53.354698060532264;[0. 0. 0. ... 0. 0. 0.];"[ 0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.         16.66666667  0.          0.          0.          0.
  0.          0.         16.66666667  0.          0.          0.
  0.          0.          0.         16.66666667  0.          0.
  0.          0.         16.66666667 16.66666667  0.         16.66666667
 16.66666667 16.66666667 16.66666667 33.33333333]";0.0;1.6675004168751042;3.057745370370384;0.7035202890161472;1.6675004168751042
55;TK412_1;PV;18;"[187.2241     188.03633889 188.76897222 188.89637778 187.73375
 185.87032778 184.80325556 185.10587778 186.66667222 191.60391111
 197.76747778 201.51020556 196.27037222 188.75303889 186.25257778
 186.60295556 186.95333889 187.95672222 187.59041667 187.04890556
 186.10924444 187.82931111 189.46973333 188.0045     184.24583333
 184.97845    185.80663333 187.03298889 186.58703333 185.37661111
 185.1218     186.01367778 186.42776111 187.38335556 187.68596111
 185.59958889 184.88288889 184.91473889 184.89881667 184.02285   ]";185.61153333333334;191.07301172839504;"[-0.04710384 -0.04713443 -0.04717532 ... -0.04716261 -0.04720664
 -0.04724044]";-46.77306067194286;-45.33642204825001;[0.05555556 0.         0.         ... 0.         0.         0.        ];"[ 61.11111111  61.11111111  44.44444444  77.77777778  33.33333333
  27.77777778  44.44444444  61.11111111 100.          66.66666667
 255.55555556  83.33333333 122.22222222  94.44444444 100.
  61.11111111  66.66666667  83.33333333  77.77777778 100.
  66.66666667 100.          66.66666667  61.11111111  66.66666667
 105.55555556  88.88888889  72.22222222  50.          83.33333333
  88.88888889  77.77777778 105.55555556 100.          55.55555556
 111.11111111  83.33333333  44.44444444  61.11111111  50.        ]";60.06006006006006;104.49669279083987;5.461478395061704;1.4366386236928506;44.43663273077981
56;TK414_1;EXC;14;"[182.71475714 184.15058571 183.20704286 181.93532143 181.31996429
 183.125      183.65827857 183.45318571 183.20705    186.44787143
 195.80116429 199.90346429 191.86293571 178.03812143 177.50481429
 180.95078571 182.42762143 183.28908571 185.54536429 183.53767857
 181.77123571 181.60713571 179.80212143 177.38173571 177.38175714
 179.26880714 180.66361429 181.77124286 184.27364286 183.49422143
 179.51496429 177.54583571 177.42278571 180.1303     180.70462857
 182.30452857 182.30452143 180.90974286 178.57142143 177.54583571]";183.36087857142857;186.14703968253968;"[-0.05739317 -0.05743061 -0.05744714 ... -0.05999053 -0.05998043
 -0.05996023]";-56.36306401378901;-55.464348436088294;[0. 0. 0. ... 0. 0. 0.];"[ 7.14285714  0.          7.14285714  7.14285714 14.28571429  0.
  7.14285714 21.42857143  7.14285714  7.14285714  0.          0.
  0.          7.14285714  7.14285714 21.42857143 21.42857143 14.28571429
 28.57142857  7.14285714  7.14285714 14.28571429 14.28571429 21.42857143
 28.57142857 21.42857143 14.28571429 14.28571429 14.28571429  0.
 14.28571429 14.28571429  0.         14.28571429  7.14285714 28.57142857
 28.57142857  7.14285714 14.28571429  0.        ]";8.58000858000858;10.719645537054241;2.786161111111113;0.8987155777007132;2.1396369570456617
57;TK414_2;SST;25;"[180.655408 180.81622  180.356756 180.885128 181.666208 182.056756
 181.045944 181.344596 182.493248 186.30676  191.705404 194.370264
 189.775684 185.158108 183.963512 184.974332 185.502704 185.824332
 184.997296 185.135128 184.308116 184.514868 184.882436 184.491892
 183.802716 183.458096 182.860804 182.883784 182.9527   183.641892
 183.572976 182.240532 181.367572 182.1946   183.251344 183.8946
 183.618916 182.65406  182.332424 182.21756 ]";181.735136;187.3635151111111;"[-0.05896231 -0.0589414  -0.05890246 ... -0.0588259  -0.05880591
 -0.0588359 ]";-60.14637721391694;-60.649998156882255;[0. 0. 0. ... 0. 0. 0.];"[24. 48. 28. 12. 16. 12. 12. 16.  4.  4.  8.  4.  8. 16. 24.  8. 28. 28.
 12. 12. 20. 12. 36. 24. 24. 12. 28. 28. 36. 20. 12. 16. 16.  4. 24. 16.
  8. 20. 16. 28.]";9.60960960960961;14.807403701850928;5.628379111111087;-0.5036209429653127;5.197794092241319
58;TK415_1;EXC;23;"[181.50972609 183.01692609 182.65228261 180.99921739 181.80144783
 182.1904     182.48212174 182.06884783 181.53403478 184.15948696
 190.04246087 194.70994783 190.35849565 184.35397391 182.9440087
 184.88878696 185.44791739 183.96501739 183.01693913 184.28103478
 185.9341087  183.98931739 183.28433478 183.47882609 182.8953913
 182.77383043 183.33296087 183.1628     182.74953478 182.26332609
 182.67659565 182.89537826 183.04124783 182.94400435 182.38487826
 183.28433043 184.9131087  184.9131     185.95841739 185.44791739]";182.06885108695656;186.63639420289857;"[-0.05827023 -0.05826937 -0.05825593 ... -0.05567896 -0.05571627
 -0.05572543]";-57.46613331811617;-55.28489587460339;[0. 0. 0. ... 0. 0. 0.];"[ 0.          4.34782609  4.34782609  4.34782609  0.          8.69565217
  0.          4.34782609  0.          0.          4.34782609  0.
  0.          0.          4.34782609  0.          0.          8.69565217
  0.          0.          0.          4.34782609  4.34782609  4.34782609
  8.69565217  4.34782609  8.69565217  0.          8.69565217 17.39130435
  0.         17.39130435 17.39130435 13.04347826 13.04347826 17.39130435
 17.39130435 13.04347826 17.39130435  8.69565217]";2.6113069591330462;1.7400004350001086;4.567543115942016;2.181237443512778;-0.8713065241329376
59;TK415_2;EXC;30;"[182.76741333 183.60557333 182.61253667 181.63773333 182.24812667
 183.40514333 183.91532667 184.17040667 185.16344667 186.07448667
 192.31511333 195.70418667 192.37888    185.03591    184.42551
 186.92176333 186.79420333 185.33655    182.97697    182.60343333
 182.87673    183.70578667 183.15915667 181.99304333 180.46248667
 181.23686333 181.55573667 181.72883333 181.99302667 183.06806
 182.29367333 182.13880333 182.32100667 182.51232667 183.10451
 183.03161667 182.33924    181.38263333 181.47374333 181.72883   ]";184.16358083333336;187.9876762962963;"[-0.05045742 -0.05046531 -0.05046784 ... -0.05230221 -0.05231953
 -0.05231866]";-50.70796653821879;-49.68905530248813;[0. 0. 0. ... 0. 0. 0.];"[ 3.33333333  6.66666667  0.          0.          3.33333333  3.33333333
  0.          0.         10.          6.66666667 13.33333333  3.33333333
  0.          0.          0.          3.33333333  0.          0.
  3.33333333  3.33333333  0.          3.33333333  6.66666667  3.33333333
  0.          0.          0.          0.          3.33333333  3.33333333
  0.          0.          0.          3.33333333  0.          3.33333333
  3.33333333  0.          3.33333333  0.        ]";4.004004004004004;2.668000667000167;3.8240954629629584;1.0189112357306627;-1.3360033370038376
60;TK415_3;EXC;19;"[196.08752105 195.82523158 196.58585789 197.05796316 196.37603158
 196.45470526 196.82191053 197.24155263 197.29402105 199.3136
 203.22162105 206.05428947 201.67416316 197.89727895 199.28737895
 199.94307895 200.31027895 198.55297895 198.1071     198.26446842
 198.73658947 197.97595263 198.92018421 199.15623158 198.71033684
 198.55296842 198.15954737 198.31692632 199.05131579 198.8415
 199.02509474 197.94972105 196.69076316 197.18911053 197.53007895
 198.52675789 198.36938947 198.84149474 198.26446842 198.21201579]";196.95304736842107;200.56090760233917;"[-0.05893376 -0.05894865 -0.0589457  ... -0.05811456 -0.05813619
 -0.05815627]";-56.95176002316551;-52.078455036932795;[0. 0. 0. ... 0. 0. 0.];"[ 0.          5.26315789  0.          0.          0.          0.
  0.          0.          5.26315789  0.          0.          0.
  0.          0.          5.26315789  0.          5.26315789  5.26315789
  0.         10.52631579  0.          0.         10.52631579  0.
  0.          0.          5.26315789  5.26315789  5.26315789 10.52631579
  0.         10.52631579  0.          5.26315789  0.          0.
  0.          0.          0.          0.        ]";1.05368526421158;2.6328953950659537;3.607860233918103;4.873304986232718;1.5792101308543738
61;TK416_1;EXC;24;"[203.4726125  204.94349583 203.76679583 202.02627083 200.82504583
 201.38887083 202.6146125  203.5461625  204.33063333 208.76779167
 219.1129625  225.5603125  220.461275   210.70444583 206.7821
 204.96801667 203.22747917 202.0262625  202.05077917 203.17844583
 203.2765125  204.7473875  206.07117917 205.38475833 204.1835375
 203.7177625  201.87917083 201.95271667 202.61461667 202.443
 201.26630417 200.50634583 200.33475417 199.64834167 199.5257625
 199.84445417 199.94251667 201.7320875  203.66874167 202.93330833]";202.97006979166665;210.54373703703703;"[-0.06020977 -0.06020333 -0.06019045 ... -0.06016195 -0.06014359
 -0.06015455]";-61.015287807767756;-58.0772289361297;[0. 0. 0. ... 0. 0. 0.];"[0.         4.16666667 0.         0.         0.         0.
 0.         0.         0.         0.         0.         4.16666667
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         4.16666667
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]";0.0;0.41687510421877605;7.5736672453703875;2.938058871638056;0.41687510421877605
62;TK416_2;SST;22;"[181.79865455 181.43438182 181.8377     182.09791364 181.60352273
 181.36932273 182.47519545 184.85608182 187.05480909 189.79996818
 195.91479091 199.92193182 194.08034545 186.43031818 185.36346818
 185.80583182 185.19435    183.7372     182.31909091 183.13872727
 184.01040455 184.49178182 183.80225    183.78923636 183.88029545
 182.54025909 180.78386364 180.97902727 181.18717273 181.04406818
 180.92697727 181.65555    182.08488636 183.00861364 183.46399091
 183.88030455 183.477      182.91755    181.74662727 180.51065455]";183.93885227272727;188.75192525252527;"[-0.04975386 -0.04978465 -0.04976103 ... -0.04935292 -0.04935572
 -0.04933543]";-50.055988804501794;-49.39895197761073;[0.         0.         0.         ... 0.         0.         0.04545455];"[ 9.09090909  9.09090909  9.09090909 13.63636364 13.63636364 18.18181818
 31.81818182 22.72727273 40.90909091 18.18181818 18.18181818 13.63636364
 36.36363636 50.         36.36363636 45.45454545 50.         27.27272727
 31.81818182 36.36363636  4.54545455 13.63636364 18.18181818 27.27272727
 31.81818182 31.81818182 31.81818182 27.27272727 50.         22.72727273
 18.18181818 13.63636364 18.18181818 22.72727273  9.09090909 18.18181818
 22.72727273 22.72727273 18.18181818 45.45454545]";26.390026390026392;34.56273591341125;4.813072979797994;0.6570368268910656;8.17270952338486
63;TK450_1;PV;2;"[213.1366  209.1231  190.91905 191.34905 198.22935 198.37265 197.08265
 191.4924  198.8027  206.82965 214.85665 212.27655 187.90895 186.3322
 201.09615 211.2732  215.28665 212.8499  207.2597  195.79255 187.33555
 193.6425  205.683   204.96625 197.3693  182.7487  178.73525 185.1855
 184.4688  191.3491  206.8297  210.69985 203.53285 188.33895 181.45865
 191.92245 199.9494  195.79255 194.64585 190.48905]";196.43759999999997;205.45999444444448;"[-0.04781119 -0.04790492 -0.04796905 ... -0.04816472 -0.04820254
 -0.04819925]";-49.58754372934658;-49.15963966719546;[0. 0. 0. ... 0. 0. 0.];"[ 0.  0.  0.  0.  0. 50.  0.  0.  0.  0.  0. 50. 50.  0.  0.  0.  0.  0.
 50. 50.  0. 50.  0.  0. 50.  0.  0.  0. 50.  0. 50. 50. 50.  0.  0.  0.
  0.  0.  0.  0.]";10.01001001001001;20.01000500250125;9.022394444444501;0.4279040621511214;9.999994992491239
64;TK454_1;VIP;14;"[211.8875     212.50180714 211.86702143 210.88411429 210.51553571
 210.94554286 212.31751429 212.52227857 211.90797143 212.68611429
 218.99301429 223.1089     220.13972143 214.59045714 213.58709286
 213.99662857 215.04095    215.81907857 215.81907143 214.22187143
 215.12286429 214.93857143 213.93517857 212.68610714 212.29703571
 212.97277857 212.07178571 210.57697857 210.76126429 211.39604286
 211.86701429 212.2356     212.72705714 213.52565    212.13321429
 211.88750714 211.35508571 210.94555714 210.92508571 211.02746429]";211.92332678571427;216.78832380952383;"[-0.05065865 -0.05064644 -0.05062906 ... -0.04869231 -0.04869888
 -0.04870358]";-49.15348495863731;-47.671028719890245;[0. 0. 0. ... 0. 0. 0.];"[ 7.14285714 14.28571429 21.42857143  0.         21.42857143 14.28571429
  0.          7.14285714 21.42857143  7.14285714 14.28571429  7.14285714
  0.         35.71428571 28.57142857 57.14285714 35.71428571 28.57142857
 35.71428571 35.71428571 21.42857143 21.42857143 42.85714286 21.42857143
 21.42857143 21.42857143  7.14285714 35.71428571 14.28571429  7.14285714
 21.42857143  7.14285714 21.42857143 14.28571429  7.14285714 14.28571429
 14.28571429  7.14285714 14.28571429  7.14285714]";10.01001001001001;27.871078396341026;4.864997023809565;1.4824562387470621;17.861068386331016
65;TK455_1;EXC;16;"[204.2854125  204.33918125 203.80165625 203.4253875  203.9270625
 204.1779     204.80500625 204.98419375 206.13090625 209.1947625
 214.44455625 216.72006875 211.8465375  210.71774375 211.25525625
 210.233975   212.31239375 213.5845375  211.48819375 210.2518875
 209.94729375 208.69308125 210.1623     210.8790125  208.6035
 207.492625   209.48145625 210.61024375 210.28773125 208.890175
 209.3201875  209.0514375  208.63931875 208.04805    207.00884375
 207.45678125 208.33474375 208.6214125  208.03014375 208.80059375]";205.0245015625;212.51147361111114;"[-0.06296779 -0.06299246 -0.06299657 ... -0.06002658 -0.06001014
 -0.06001425]";-63.45788782011647;-58.090136760154586;[0. 0. 0. ... 0. 0. 0.];"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]";0.0;0.0;7.486972048611136;5.367751059961883;0.0
66;TK455_2;VIP;18;"[195.96776667 196.15889444 195.88815    195.87221111 196.01555
 197.32153333 197.99043333 197.86303333 197.36931111 198.51601667
 202.40210556 205.31665556 200.18832778 197.51263333 200.53869444
 201.65355    201.87652222 198.53195556 198.53193889 199.34418889
 199.82201111 199.05752778 199.15307778 198.64343333 198.72307778
 198.40455    197.79931111 197.38522778 197.89489444 197.35338889
 197.52859444 198.10193889 198.07008333 198.02230556 197.27375556
 198.05415556 198.19748889 197.38523333 196.54112222 195.82442778]";197.63607777777779;200.72804259259257;"[-0.05318179 -0.05320919 -0.05320006 ... -0.05064358 -0.05064182
 -0.05066015]";-52.726592417074;-47.68352317678637;[0. 0. 0. ... 0. 0. 0.];"[ 0.          5.55555556 11.11111111  5.55555556  5.55555556  5.55555556
 11.11111111  5.55555556 11.11111111 11.11111111 11.11111111 16.66666667
 50.         33.33333333 44.44444444 38.88888889 22.22222222 27.77777778
 22.22222222 22.22222222 33.33333333 22.22222222 22.22222222 38.88888889
 16.66666667  5.55555556 11.11111111 11.11111111 11.11111111 11.11111111
  5.55555556  5.55555556 16.66666667  5.55555556  5.55555556  0.
 11.11111111 11.11111111  5.55555556 22.22222222]";8.897786675564452;28.903340559168477;3.091964814814787;5.043069240287629;20.005553883604023
67;TK457_1;EXC;43;"[182.40795349 182.00856744 181.10995814 181.69572326 182.11507209
 182.84727674 182.78070465 183.28660698 184.43815581 187.20057209
 191.36081628 195.94709302 189.80321395 186.73461628 187.71310465
 189.25074186 189.47705814 188.57844651 187.97936047 188.86466977
 189.8498093  188.97782093 189.23742558 188.75151628 188.36543721
 188.14577209 188.45196744 188.06589767 186.90768837 186.54823256
 185.94916047 185.64296512 185.53646279 185.63632093 184.80425581
 183.61276512 183.47297674 184.12531163 184.03877907 184.09868372]";183.3381860465116;189.64938346253228;"[-0.06225405 -0.06226101 -0.06226705 ... -0.06282198 -0.06281135
 -0.06281372]";-61.2668024222426;-58.51007987108208;[0. 0. 0. ... 0. 0. 0.];"[0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        2.3255814 0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        2.3255814 0.        0.        0.
 0.        0.        0.        0.        0.       ]";0.0;0.23267447677327036;6.31119741602069;2.7567225511605216;0.23267447677327036
68;TK461_1;VIP;9;"[200.48897778 201.15682222 201.79288889 201.66566667 201.06141111
 200.23455556 202.30172222 203.31941111 201.69747778 201.85648889
 207.23115556 209.71177778 204.90954444 202.04728889 204.2735
 203.86005556 202.46074444 201.63386667 202.71517778 203.73285556
 202.93778889 203.1286     202.26991111 203.03318889 202.77876667
 201.57025556 199.78931111 199.98011111 200.55256667 200.10734444
 199.24866667 199.88471111 201.57026667 203.1604     203.12861111
 200.29815556 199.7893     200.55256667 201.12503333 200.64798889]";201.88829166666665;204.31590123456786;"[-0.05007997 -0.05010774 -0.05011833 ... -0.05236664 -0.05239221
 -0.05237139]";-47.65431039590822;-43.751399015355545;[0. 0. 0. ... 0. 0. 0.];"[ 11.11111111  11.11111111  22.22222222  11.11111111  44.44444444
  11.11111111  22.22222222  44.44444444 100.          44.44444444
  44.44444444 111.11111111 111.11111111  55.55555556  77.77777778
  44.44444444  44.44444444  77.77777778  44.44444444  44.44444444
  22.22222222   0.          22.22222222  11.11111111  11.11111111
  22.22222222  22.22222222  22.22222222  33.33333333  44.44444444
  55.55555556  22.22222222  55.55555556  33.33333333  33.33333333
  44.44444444  11.11111111  33.33333333  11.11111111   0.        ]";44.48893337782226;65.58834973042076;2.4276095679012144;3.9029113805526734;21.099416352598496
69;TK462_1;EXC;14;"[193.08962143 191.94291429 190.98049286 191.1443     192.16816429
 192.82341429 192.31148571 192.49577857 193.58106429 192.12719286
 197.30787857 200.78895714 198.8846     194.03155    190.59142143
 191.49242143 194.66634286 196.36593571 195.77210714 192.3934
 191.12383571 192.41387857 191.61527143 193.74487857 193.00770714
 191.10333571 192.86435714 192.2091     192.51626429 191.63577143
 191.75860714 191.49239286 190.77570714 192.76199286 192.53672857
 192.33197143 190.22284286 188.54372857 189.75186429 189.99761429]";192.80293571428572;195.54457936507936;"[-0.06154839 -0.06157775 -0.0615794  ... -0.06137432 -0.06138865
 -0.06140228]";-61.95415365711246;-60.23292126189928;[0. 0. 0. ... 0. 0. 0.];"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         7.14285714
 7.14285714 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]";0.0;1.4292860716072322;2.741643650793634;1.7212323952131783;1.4292860716072322
70;TK462_2;VIP;17;"[194.3339     194.35076471 194.08093529 193.9629     194.06408824
 194.11466471 194.43508235 193.84485882 193.74368235 195.09275882
 198.11129412 201.29848824 199.03878824 196.47555882 193.50758824
 189.98314118 190.32040588 194.50253529 196.84654118 196.34064706
 194.70488824 193.11972941 193.55816471 197.31871765 197.60540588
 194.87352353 194.85666471 193.94604706 194.08094118 194.13154706
 194.55311176 195.95278824 196.64417647 196.62731765 195.96965294
 195.19391765 195.00842941 194.55311765 194.78921176 194.41821176]";194.03457205882353;195.5649267973856;"[-0.05327066 -0.05327763 -0.05327492 ... -0.05166274 -0.05168324
 -0.05169117]";-50.33884509130861;-43.71178806598429;[0. 0. 0. ... 0. 0. 0.];"[  5.88235294  17.64705882  23.52941176  35.29411765  41.17647059
  47.05882353  29.41176471  29.41176471  23.52941176  17.64705882
  17.64705882 158.82352941 123.52941176  58.82352941  35.29411765
  35.29411765  41.17647059  47.05882353  64.70588235  41.17647059
  29.41176471  41.17647059  23.52941176  29.41176471  17.64705882
  17.64705882  29.41176471  17.64705882  11.76470588  17.64705882
  11.76470588  11.76470588  11.76470588   5.88235294   5.88235294
  11.76470588  17.64705882  29.41176471  29.41176471   5.88235294]";29.441205911794142;62.38413324309212;1.5303547385620675;6.627057025324326;32.94292733129798
